ID,YEAR,SITE,FIELD,FARM,YIELD,FSIZE,WDEPT,IRRI,DARI,MOW1,MOW2,VEG1,VEG2,CFERT,HRBF,HRBL,INSE.A,INSE,ROTA,FLOD,PLNTA,PLNTR,SPIDR,DRGNF,CLPTR,FROGR,PLPHY,HYLA,TADPL,LOACH,EFPLT,EFSPI,EFDRG,EFCLP,EFFRG,EFTRP
390,1,IS,ISK07,0,560,4000,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
391,1,IS,ISK08,0,560,6800,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
392,1,IS,ISK09,0,560,5760,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
393,1,IS,ISK10,0,560,3820,15,12,19,3,9,NA,NA,11.7,2,1,0,0,0,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
394,1,IS,ISY01,2,312,4000,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,7,5,36,6,0,NA,NA,NA,NA,NA,3,40,160,20,NA,NA
395,1,IS,ISY03,2,360,2934,15,34,24,3,9,0.038205128,0.001459632,0,0,0,0,0,0,0,7,3,10,7,7,2,8,6,4,0,3,40,160,20,80,10
396,1,IS,ISY04,2,326,6397,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
397,1,IS,ISY05,2,287,3413,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
398,1,IS,ISY06,2,331,1764,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,7,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
399,1,IS,ISY07,2,312,1667,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,8,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
400,1,IS,ISY08,2,300,840,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
401,1,IS,ISY09,2,422,2470,15,34,24,3,9,0.031481481,0.000991084,0,0,0,0,0,0,0,7,3,13,3,0,2,1,14,2,0,3,40,160,20,80,10
402,1,IS,ISY10,2,276,2500,15,34,24,3,9,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
403,1,KK,KKK01,0,NA,4200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
404,1,KK,KKK02,0,396,2800,8,24,NA,3,9,NA,NA,5,2,2,1,1,0,0,6,2,19,0,14,1,0,1,0,6,3,40,160,20,80,10
405,1,KK,KKK03,0,396,2200,8,24,NA,3,9,NA,NA,5,2,2,1,1,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
406,1,KK,KKK04,0,NA,6000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
407,1,KK,KKK05,0,NA,5900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0,27,0,1,0,0,0,0,0,3,40,160,20,80,10
408,1,KK,KKK06,0,396,3000,8,24,NA,3,9,NA,NA,5,2,2,1,1,0,0,9,3,19,0,32,1,0,5,0,0,3,40,160,20,80,10
409,1,KK,KKK07,0,NA,1800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
410,1,KK,KKK08,0,NA,6700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
411,1,KK,KKK09,0,192,3191,5,34,NA,NA,NA,NA,NA,9.6,6,0,NA,NA,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
412,1,KK,KKK10,0,276,4598,5,34,NA,NA,NA,NA,NA,9.6,6,0,NA,NA,0,0,6,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
413,1,KK,KKY01,2,420,5000,20,31,24,4,16,NA,NA,0,0,0,0,0,0,1,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
414,1,KK,KKY02,2,350,4500,20,31,21,4,16,NA,NA,0,0,0,0,0,0,1,14,7,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
415,1,KK,KKY03,2,200,1000,20,9,26,4,16,NA,NA,0,0,0,0,0,0,1,13,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
416,1,KK,KKY04,2,360,3100,20,36,19,4,16,NA,NA,0,0,0,0,0,0,0,7,4,33,16,11,2,11,25,0,21,3,40,160,20,80,10
417,1,KK,KKY05,2,360,1910,20,36,22,4,16,NA,NA,0,0,0,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
418,1,KK,KKY06,2,300,4063,20,36,18,4,16,NA,NA,0,0,0,0,0,0,0,12,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
419,1,KK,KKY07,2,360,1782,20,37,19,4,16,NA,NA,0,0,0,0,0,0,0,9,4,34,19,10,1,0,3,0,5,3,40,160,20,80,10
420,1,KK,KKY08,2,360,1600,20,31,26,4,16,NA,NA,0,0,0,0,0,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
421,1,KK,KKY09,2,NA,2800,20,39,31,4,16,NA,NA,0,0,0,0,0,0,0,5,2,70,40,11,2,9,14,0,9,3,40,160,20,80,10
422,1,KK,KKY10,2,250,1242,20,39,31,4,16,NA,NA,0,0,0,0,0,0,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
423,1,OT,OTK01,0,585,2260,15,11,NA,4,16,NA,NA,12,4,2,1,0,0,0,5,3,30,0,1,3,30,17,0,32,3,40,160,20,80,10
424,1,OT,OTK02,0,570,7314,10,11,14,4,16,NA,NA,10.2,4,0,1,0,0,0,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
425,1,OT,OTK03,0,580,3300,15,11,NA,4,16,NA,NA,24.32,5,0,1,0,0,0,5,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
426,1,OT,OTK04,0,580,3340,15,NA,NA,3,9,NA,NA,9.6,6,0,1,1,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
427,1,OT,OTK05,0,580,3250,15,NA,NA,3,9,NA,NA,9.6,6,0,1,1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
428,1,OT,OTK06,0,580,4220,15,12,NA,4,16,NA,NA,12,4,0,1,0,0,0,3,1,10,1,0,3,8,9,0,25,3,40,160,20,80,10
429,1,OT,OTK07,0,580,2930,15,12,NA,4,16,NA,NA,12,4,0,1,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
430,1,OT,OTK08,0,580,2690,15,12,NA,4,16,NA,NA,12,4,0,1,0,0,0,3,0,13,0,9,2,5,11,0,0,3,40,160,20,80,10
431,1,OT,OTK09,0,NA,2630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
432,1,OT,OTY01,2,420,6500,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,8,3,31,24,0,3,15,15,0,63,3,40,160,20,80,10
433,1,OT,OTY02,2,480,3000,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,NA,NA,26,2,2,3,12,18,0,41,NA,40,160,20,80,10
434,1,OT,OTY03,2,420,7700,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,12,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
435,1,OT,OTY04,2,480,3500,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
436,1,OT,OTY05,2,480,3500,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
437,1,OT,OTY06,2,300,1500,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
438,1,OT,OTY07,2,540,2000,20,NA,NA,3,9,NA,NA,0,0,0,0,0,0,1,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
439,1,OT,OTY08,2,227,1720,15,29,NA,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,1,OT,OTY09,2,238,4328,15,29,NA,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,1,OT,OTY10,2,237,3034,15,29,NA,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,1,OT,OTY12,2,420,3500,15,4,NA,3,9,NA,NA,0,0,0,0,0,0,0,NA,NA,69,34,3,3,29,21,0,92,NA,40,160,20,80,10
443,1,SO,SOK04,0,570,3400,15,22,14,4,16,NA,NA,NA,7,0,1,1,0,0,NA,NA,16,0,0,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
444,1,SO,SOK05,0,570,3800,15,22,14,4,16,NA,NA,NA,7,0,1,1,0,0,NA,NA,31,0,1,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
445,1,SO,SOT01,1,420,7324,20,24,24,4,16,NA,NA,2.87,4,0,0,0,0,0,NA,NA,26,76,1,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
446,1,SO,SOT02,1,360,6321,20,24,24,4,16,NA,NA,2.87,4,0,0,0,0,0,NA,NA,38,4,0,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
447,1,SO,SOT03,1,480,3034,20,24,24,4,16,NA,NA,2.87,4,0,0,0,0,0,NA,NA,65,25,2,NA,NA,NA,NA,NA,NA,40,160,20,NA,NA
448,2,IO,IOK11,0,556,1180,5,19,14,4,16,NA,NA,16.69,3,0,1,0,1,0,10,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
449,2,IO,IOK12,0,600,1812,5,19,14,4,16,NA,NA,16.69,3,0,1,0,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
450,2,IO,IOK13,0,565,3403,5,19,14,4,16,NA,NA,16.69,3,0,1,0,1,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
451,2,IO,IOK14,0,504,2578,5,19,14,4,16,NA,NA,12.39,3,0,1,0,1,0,8,0,8,0,11,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
452,2,IO,IOK15,0,465,2438,5,19,14,4,16,NA,NA,24.54,3,0,NA,NA,1,0,7,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
453,2,IO,IOK16,0,465,2316,5,19,14,4,16,NA,NA,24.54,3,0,NA,NA,1,0,7,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
454,2,IO,IOK17,0,600,2243,5,19,14,4,16,0.143137255,0.020488274,12.39,3,0,1,0,1,0,8,1,1,5,3,3,6,41,17,0,3,80,160,20,160,10
455,2,IO,IOK18,0,626,2326,5,19,14,4,16,0.206666667,0.042711111,16.69,3,0,1,0,1,0,6,1,9,0,16,2,1,20,7,0,3,80,160,20,160,10
456,2,IO,IOK19,0,600,1993,5,19,14,4,16,NA,NA,16.69,3,0,1,0,1,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
457,2,IO,IOK20,0,578,3390,5,19,14,4,16,NA,NA,16.69,3,0,1,0,1,0,9,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
458,2,IO,IOY01,2,300,5700,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,10,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
459,2,IO,IOY02,2,300,7100,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,12,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
460,2,IO,IOY03,2,300,2000,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
461,2,IO,IOY04,2,300,7600,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
462,2,IO,IOY05,2,300,2900,5,19,44,5,25,0.063333333,0.004011111,0,0,0,0,0,0,0,6,3,58,24,10,1,0,4,0,0,3,80,160,20,80,10
463,2,IO,IOY06,2,300,5100,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,12,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
464,2,IO,IOY07,2,300,2200,5,19,44,5,25,0.105555556,0.011141975,0,0,0,0,0,0,0,9,4,63,7,2,1,0,3,0,46,3,80,160,20,80,10
465,2,IO,IOY09,2,300,1000,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,5,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
466,2,IO,IOY10,2,300,4700,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,11,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
467,2,IO,IOY11,2,300,3000,5,19,44,5,25,NA,NA,0,0,0,0,0,0,0,8,4,43,15,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
468,2,IS,ISK01,0,570,1890,15,15,19,0,0,0.195833333,0.038350694,11.7,2,3,0,0,0,0,6,4,16,10,20,1,0,38,14,0,3,80,160,20,80,10
469,2,IS,ISK05,0,570,5998,15,16,19,0,0,0.233333333,0.054444444,11.7,2,3,0,0,1,0,4,2,14,1,31,1,0,28,1,0,3,80,160,20,160,10
470,2,IS,ISK07,0,570,4000,15,17,19,0,0,NA,NA,11.7,2,3,0,0,0,0,NA,NA,13,1,19,NA,NA,NA,NA,NA,NA,80,160,20,NA,NA
471,2,IS,ISK08,0,570,6179,15,17,19,0,0,NA,NA,11.7,2,3,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
472,2,IS,ISK09,0,570,5757,15,18,19,0,0,NA,NA,11.7,2,3,0,0,1,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
473,2,IS,ISK10,0,570,3820,15,17,19,0,0,NA,NA,11.7,2,3,0,0,1,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
474,2,IS,ISK11,0,570,2232,15,15,19,0,0,NA,NA,11.7,2,3,0,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
475,2,IS,ISK12,0,570,1602,15,17,19,0,0,NA,NA,11.7,2,3,0,0,0,0,6,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
476,2,IS,ISK13,0,570,1942,15,23,19,0,0,NA,NA,11.7,2,3,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
477,2,IS,ISK14,0,570,4751,15,16,19,0,0,NA,NA,11.7,2,3,0,0,1,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
478,2,IS,ISY01,2,160,4000,10,34,39,3,9,NA,NA,0,0,0,0,0,0,0,11,5,37,11,7,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
479,2,IS,ISY03,2,273,2934,15,34,31,3,9,0.347916667,0.121046007,0,0,0,0,0,0,0,9,5,17,16,4,2,19,27,0,0,3,80,160,20,80,10
480,2,IS,ISY04,2,271,6397,20,34,31,3,9,NA,NA,0,0,0,0,0,0,0,8,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
481,2,IS,ISY05,2,332,3413,15,34,30,3,9,NA,NA,0,0,0,0,0,0,0,12,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
482,2,IS,ISY06,2,235,1764,15,34,30,3,9,NA,NA,0,0,0,0,0,0,0,10,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
483,2,IS,ISY07,2,235,1667,15,34,30,3,9,NA,NA,0,0,0,0,0,0,0,11,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
484,2,IS,ISY08,2,240,840,15,34,30,3,9,NA,NA,0,0,0,0,0,0,0,9,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
485,2,IS,ISY09,2,240,2470,15,34,30,3,9,0.169230769,0.028639053,0,0,0,0,0,0,0,12,5,19,8,2,2,7,40,0,0,3,80,160,20,80,10
486,2,IS,ISY10,2,232,2500,15,34,30,3,9,NA,NA,0,0,0,0,0,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
487,2,IS,ISY11,2,392,2334,10,34,34,3,9,NA,NA,0,0,0,0,0,0,0,10,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
488,2,KK,KKK11,0,480,3648,10,32,NA,3,9,NA,NA,7.5,6,0,1,1,0,0,7,4,NA,NA,NA,NA,NA,NA,11,9,3,NA,NA,NA,NA,10
489,2,KK,KKK12,0,510,1130,8,39,NA,3,9,0.225,0.050625,4.48,4,0,1,1,0,0,5,3,10,0,21,0,0,0,0,2,3,80,160,20,160,10
490,2,KK,KKK13,0,510,5000,5,24,19,0,0,NA,NA,9.66,8,2,1,1,0,0,9,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
491,2,KK,KKK14,0,510,5000,5,24,19,0,0,0.23125,0.053476563,9.66,8,2,1,1,0,0,8,5,NA,NA,NA,1,0,23,7,0,3,NA,NA,NA,160,10
492,2,KK,KKK15,0,510,2200,5,24,19,0,0,0.1875,0.03515625,9.66,8,2,1,1,0,0,5,3,NA,NA,NA,2,4,8,12,2,3,NA,NA,NA,160,10
493,2,KK,KKK16,0,NA,3800,5,24,14,3,9,0.2125,0.04515625,4.9,4,0,1,1,0,0,6,3,9,11,10,2,3,10,0,0,3,80,160,20,160,10
494,2,KK,KKK17,0,600,5200,10,44,NA,3,9,0.2125,0.04515625,10.5,0,0,NA,NA,0,0,6,4,14,4,9,3,2,10,7,1,3,80,160,20,160,10
495,2,KK,KKK18,0,470,4235,15,44,NA,1,1,NA,NA,9.23,3,0,NA,NA,0,0,6,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
496,2,KK,KKK19,0,480,2234,5,NA,NA,3,9,NA,NA,NA,NA,0,NA,NA,0,0,9,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
497,2,KK,KKK20,0,522,1076,10,NA,30,3,9,NA,NA,20.4,0,0,1,1,0,0,8,4,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,10
498,2,KK,KKK24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,10
499,2,KK,KKK25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,NA,NA,NA,10
500,2,KK,KKK26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,10
501,2,KK,KKK27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,10
502,2,KK,KKY01,2,200,5000,20,76,49,3,9,NA,NA,0,0,0,0,0,1,0,12,5,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,10
503,2,KK,KKY02,2,360,4500,20,76,49,3,9,NA,NA,0,0,0,0,0,1,0,10,4,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,NA,NA,10
504,2,KK,KKY03,2,360,1000,15,19,30,3,9,NA,NA,0,0,0,0,0,0,1,20,10,NA,NA,NA,NA,NA,NA,131,0,3,NA,NA,NA,NA,10
505,2,KK,KKY04,2,360,3100,15,76,49,3,9,0.2875,0.08265625,0,0,0,0,0,1,0,15,8,NA,NA,NA,2,4,38,0,0,3,NA,NA,NA,80,10
506,2,KK,KKY05,2,300,1910,20,34,24,4,16,NA,NA,0,0,0,0,0,0,0,15,6,NA,NA,NA,NA,NA,NA,0,1,3,NA,NA,NA,NA,10
507,2,KK,KKY06,2,420,4063,25,34,25,4,16,NA,NA,0,0,0,0,0,0,0,17,7,NA,NA,NA,NA,NA,NA,4,0,3,NA,NA,NA,NA,10
508,2,KK,KKY07,2,340,1782,20,34,25,4,16,0.24375,0.059414063,0,0,0,0,0,0,0,15,7,42,41,3,3,6,44,1,11,3,80,160,20,80,10
509,2,KK,KKY08,2,300,1600,20,76,49,3,9,NA,NA,0,0,0,0,0,1,0,15,9,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
510,2,KK,KKY09,2,340,2600,20,34,34,4,16,0.25,0.0625,0,0,0,0,0,0,0,18,8,15,56,27,2,0,30,4,10,3,80,160,20,80,10
511,2,KK,KKY11,2,300,2300,20,49,49,4,16,0.2625,0.06890625,0,0,0,0,0,0,0,16,7,14,0,7,3,1,29,0,0,3,80,160,20,160,10
512,2,KK,KKY13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,NA,NA,NA,NA,NA,10
513,2,KK,KKY14,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,10
514,2,KK,KKY15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,10
515,2,RG,RGK01,0,488,919,10,NA,39,0,0,NA,NA,22.495,3,6,0,0,0,0,6,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
516,2,RG,RGK02,0,515,5014,10,NA,39,0,0,NA,NA,22.495,3,6,0,0,0,0,10,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
517,2,RG,RGK03,0,564,4500,10,NA,39,0,0,NA,NA,22.495,3,6,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
518,2,RG,RGK04,0,486,4200,10,NA,39,0,0,0.138333333,0.019136111,22.495,3,6,0,0,0,0,3,1,30,10,0,2,7,10,11,0,3,80,160,20,160,10
519,2,RG,RGK05,0,587,2890,10,NA,39,0,0,0.183333333,0.033611111,22.495,3,6,0,0,0,0,5,2,10,11,1,2,1,3,12,0,3,80,160,20,160,10
520,2,RG,RGK06,0,566,3000,10,NA,39,0,0,NA,NA,22.495,3,6,0,0,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
521,2,RG,RGK07,0,546,2522,10,NA,39,0,0,NA,NA,22.495,3,6,0,0,0,0,2,1,18,7,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
522,2,RG,RGK08,0,596,3806,10,NA,39,0,0,NA,NA,22.495,3,3,1,1,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
523,2,RG,RGK09,0,585,5500,10,NA,39,0,0,NA,NA,22.495,3,3,1,1,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
524,2,RG,RGK10,0,628,5200,10,NA,39,0,0,NA,NA,22.495,3,3,1,1,0,0,4,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
525,2,RG,RGT01,1,461,2280,10,NA,39,0,0,NA,NA,13.735,3,3,0,0,0,0,1,0,51,1,4,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
526,2,RG,RGT02,1,528,2902,10,NA,39,0,0,NA,NA,13.735,3,6,0,0,0,0,2,0,19,1,7,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
527,2,RG,RGT03,1,602,3425,10,NA,39,0,0,NA,NA,13.735,3,6,0,0,0,0,2,1,23,4,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
528,2,RG,RGY01,2,517,6000,15,32,34,3,9,0.2,0.04,0,0,0,0,0,0,0,0,0,11,0,0,3,16,2,0,0,3,80,160,20,160,10
529,2,RG,RGY02,2,561,3780,15,32,34,3,9,NA,NA,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
530,2,RG,RGY03,2,561,7820,15,32,34,3,9,NA,NA,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
531,2,RG,RGY04,2,515,7050,15,32,34,3,9,0.167708333,0.028126085,0,0,0,0,0,0,0,4,1,17,1,2,3,19,2,0,0,3,80,160,20,160,10
532,2,RG,RGY05,2,566,10389,15,35,34,3,9,NA,NA,0,0,0,0,0,0,0,0,0,20,0,0,NA,NA,NA,NA,NA,3,80,160,20,NA,NA
533,2,RG,RGY06,2,525,10397,15,35,34,3,9,NA,NA,0,0,0,0,0,0,0,7,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
534,3,IO,IOK01,0,540,2000,15,38,24,NA,NA,0.188148148,0.035399726,2.25,3,2,1,0,1,0,3,1,4,0,6,1,0,52,270,0,3,80,160,20,80,10
535,3,IO,IOK04,0,566,4500,15,32,44,NA,NA,NA,NA,24.54,3,2,0,0,1,0,13,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
536,3,IO,IOK06,0,642,4700,15,25,24,NA,NA,NA,NA,16.69,3,2,1,0,0,0,5,2,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
